fold,cal_month,eval_month,btc_keep_fraction,eth_keep_fraction,eval_score,eval_current_score,eval_delta,eval_turnover_per_day,eval_active_fraction
fold1,2025-12,2026-01,0.0,1.0,69.36578887331703,38.89557164617099,30.47021722714604,23451546.698656257,0.3870967741935484
fold2,2026-01,2026-02,0.0,1.0,47.99064055693491,20.23121491990652,27.759425637028396,4807921.004660572,0.4642857142857143
fold3,2026-02,2026-03,0.0,1.0,17.32330938848187,-5.546127736751396,22.86943712523327,4095090.0577349584,0.3548387096774194
fold4,2026-03,2026-04,0.0,1.0,14.224450805230155,13.354854508112595,0.8695962971175586,6292157.551820074,0.5714285714285714
