horizon_s,current_score,candidate_score,delta_vs_current,days,pnl_all,pnl_kept,kept_turnover_per_day,kept_turnover_share,kept_trades_per_day,score_ci_low,score_ci_high,p_score_positive
30,34.029245854135816,34.029245854135816,0.0,179,-0.07808010955537582,33.95116574458044,7695007.417201732,0.0003261662709453434,2068.5195530726255,1.2672005358184824,59.69707170542323,0.9808
120,29.422214929671288,29.422214929671288,0.0,179,-0.01525037023294589,29.406964559438343,20044270.595968213,0.0008496120907754832,3919.9888268156424,3.11066201717271,55.43411322795174,0.9906
300,19.599392874923748,41.832477426599596,22.233084551675848,179,0.03524170956148707,41.867719136161085,9188219.56390324,0.0003894603383651072,2456.441340782123,9.802542248114833,73.18331561163183,0.9982
